,lat,lon,elevation_ft,precip_in,month,year
55580,37.07,121.69,489,2.60,Dec,2018
55581,37.09,121.80,1099,3.81,Dec,2018
55582,39.52,120.04,7320,1.97,Dec,2018
55584,38.07,119.23,9445,1.60,Dec,2018
55586,35.86,120.60,1476,1.18,Dec,2018
55587,40.54,121.58,5660,7.41,Dec,2018
55588,36.33,119.30,325,0.28,Dec,2018
55589,38.61,123.02,1260,10.28,Dec,2018
55591,40.46,121.87,2220,6.42,Dec,2018
55592,34.27,119.21,280,1.20,Dec,2018
55594,35.60,119.35,345,0.33,Dec,2018
55595,34.69,119.66,6360,1.53,Dec,2018
55596,37.45,119.69,4880,2.92,Dec,2018
55597,40.73,122.94,2040,3.14,Dec,2018
55598,40.73,122.94,2040,3.14,Dec,2018
55599,41.48,122.45,2930,1.33,Dec,2018
55600,34.24,118.02,4000,4.06,Dec,2018
55601,39.30,123.29,1851,6.64,Dec,2018
55603,39.02,122.41,2085,1.56,Dec,2018
55604,40.62,121.90,2499,6.53,Dec,2018
55608,40.61,122.53,1295,5.18,Dec,2018
55609,38.47,120.37,1950,3.66,Dec,2018
55611,36.93,121.77,95,2.65,Dec,2018
55612,41.37,122.64,2625,2.79,Dec,2018
55613,37.75,119.59,3966,2.16,Dec,2018
55614,37.09,119.51,2090,5.47,Jan,2019
55615,37.90,122.53,2,6.42,Jan,2019
55616,40.98,124.11,223,8.39,Jan,2019
55617,41.23,120.79,6190,5.40,Jan,2019
55618,41.19,120.94,4195,2.86,Jan,2019
55619,38.88,121.05,1200,7.20,Jan,2019
55620,37.15,119.50,1000,5.56,Jan,2019
55621,40.19,123.59,1059,8.72,Jan,2019
55622,34.33,118.55,2780,8.42,Jan,2019
55623,41.49,120.55,4400,1.70,Jan,2019
55624,37.17,121.63,645,6.10,Jan,2019
55625,38.57,122.44,1715,10.92,Jan,2019
55626,38.57,122.44,1715,10.92,Jan,2019
55627,36.19,121.64,3368,18.91,Jan,2019
55628,40.18,120.61,4960,8.04,Jan,2019
55629,37.23,121.98,449,7.48,Jan,2019
55630,38.28,120.31,4700,14.10,Jan,2019
55632,36.49,118.83,1708,3.99,Jan,2019
55634,41.53,120.67,5049,2.11,Jan,2019
55635,36.46,118.63,6400,7.51,Jan,2019
55636,36.46,118.63,6400,7.51,Jan,2019
55637,38.91,121.08,1292,4.92,Jan,2019
55640,39.13,121.45,113,5.60,Jan,2019
55641,35.16,120.28,1500,6.66,Jan,2019
55642,34.89,117.02,2320,0.95,Jan,2019
55643,37.29,119.53,3400,8.54,Jan,2019
55644,40.74,123.21,1250,4.49,Jan,2019
55645,34.24,116.90,6760,5.31,Jan,2019
55646,37.21,119.24,4878,8.13,Jan,2019
55648,38.21,119.01,8370,3.00,Jan,2019
55649,41.05,120.34,5927,1.62,Jan,2019
55650,40.62,122.57,1300,16.72,Jan,2019
55651,38.59,120.93,905,5.00,Jan,2019
55652,35.43,119.05,497,1.38,Jan,2019
55653,37.21,119.97,450,4.84,Jan,2019
55654,37.37,118.36,4108,1.89,Jan,2019
55655,33.92,117.90,340,6.18,Jan,2019
55656,36.26,121.78,200,12.44,Jan,2019
55657,39.85,121.24,5750,20.96,Jan,2019
55658,38.74,122.15,355,6.72,Jan,2019
55659,38.61,119.92,8104,9.90,Jan,2019
55660,38.45,120.03,7200,12.74,Jan,2019
55663,33.61,114.71,395,0.64,Jan,2019
55664,37.07,119.40,4720,6.28,Jan,2019
55665,33.00,116.84,1280,3.53,Jan,2019
55666,37.38,120.28,319,1.42,Jan,2019
55667,39.38,121.39,839,6.98,Jan,2019
55668,41.08,122.63,6450,12.08,Jan,2019
55669,38.99,123.35,644,11.54,Jan,2019
55670,39.39,120.09,5575,7.83,Jan,2019
55671,39.45,120.66,5385,17.33,Jan,2019
55672,40.60,121.08,5686,4.36,Jan,2019
55674,38.07,121.21,59,3.27,Jan,2019
55675,35.93,120.87,443,3.04,Jan,2019
55676,35.18,120.08,3770,5.24,Jan,2019
55677,36.68,118.86,6800,11.39,Jan,2019
55678,36.68,118.86,6800,11.39,Jan,2019
55679,39.92,121.35,1850,16.84,Jan,2019
55680,39.92,121.35,1850,16.84,Jan,2019
55681,40.87,121.85,3800,13.68,Jan,2019
55683,41.68,122.60,3090,1.66,Jan,2019
55684,37.17,121.76,550,8.27,Jan,2019
55685,36.39,121.55,1824,6.22,Jan,2019
55687,40.17,121.09,4560,10.10,Jan,2019
55688,35.10,119.77,2400,1.92,Jan,2019
55689,36.56,118.34,10700,5.77,Jan,2019
55690,40.60,121.85,2840,12.04,Jan,2019
55691,41.58,120.30,7030,4.50,Jan,2019
55692,41.78,124.24,56,10.26,Jan,2019
55693,41.53,120.17,4670,2.47,Jan,2019
55694,40.28,121.23,4525,8.62,Jan,2019
55695,36.79,118.66,4720,5.11,Jan,2019
55696,40.30,121.24,4530,9.00,Jan,2019
55697,41.31,122.80,3185,3.60,Jan,2019
55699,39.69,121.82,185,5.82,Jan,2019
55700,37.97,119.92,4765,9.53,Jan,2019
55701,36.31,121.57,5040,12.01,Jan,2019
55702,39.71,121.78,237,6.46,Jan,2019
55703,40.64,122.73,3300,10.64,Jan,2019
55704,39.33,121.19,595,9.19,Jan,2019
55705,38.20,120.97,331,3.70,Jan,2019
55706,38.25,120.84,658,3.59,Jan,2019
55707,34.35,118.42,4000,7.83,Jan,2019
55708,37.25,119.71,2230,6.57,Jan,2019
55709,33.26,115.45,100,0.52,Jan,2019
55710,37.26,121.65,2998,6.10,Jan,2019
55711,37.18,121.54,2739,5.43,Jan,2019
55712,39.10,120.96,2400,12.29,Jan,2019
55714,41.98,122.34,2703,2.86,Jan,2019
55715,39.83,123.08,1514,8.12,Jan,2019
55716,39.13,123.07,3355,9.20,Jan,2019
55717,37.09,121.54,802,6.81,Jan,2019
55718,38.71,120.04,7980,9.33,Jan,2019
55720,34.02,118.29,185,5.95,Jan,2019
55721,34.02,118.29,185,5.95,Jan,2019
55722,39.94,122.17,289,6.66,Jan,2019
55726,34.11,118.94,1700,8.19,Jan,2019
55727,34.44,118.61,1005,4.80,Jan,2019
55728,40.32,122.88,3400,8.08,Jan,2019
55729,39.82,123.24,1410,9.49,Jan,2019
55730,38.20,120.37,3360,12.28,Jan,2019
55731,34.93,119.61,2275,2.49,Jan,2019
55732,34.85,116.79,1922,1.19,Jan,2019
55733,38.53,121.78,60,6.03,Jan,2019
55734,37.33,121.30,1861,4.21,Jan,2019
55735,38.41,122.47,555,10.99,Jan,2019
55736,40.70,122.09,1300,11.80,Jan,2019
55737,39.87,121.61,2710,13.08,Jan,2019
55738,39.87,121.61,2710,13.08,Jan,2019
55739,36.46,116.86,-194,0.35,Jan,2019
55740,39.30,120.83,4455,17.64,Jan,2019
55741,36.91,119.09,1720,5.99,Jan,2019
55742,36.91,119.09,1720,5.99,Jan,2019
55743,39.33,120.28,5924,11.39,Jan,2019
55745,40.02,120.10,4240,2.56,Jan,2019
55746,39.26,120.77,3400,18.49,Jan,2019
55749,37.55,120.46,230,1.68,Jan,2019
55751,41.18,122.28,2170,16.20,Jan,2019
55752,34.22,117.40,2080,8.38,Jan,2019
55753,40.35,122.45,550,7.04,Jan,2019
55754,39.88,120.48,5768,6.03,Jan,2019
55755,39.56,120.82,2915,16.88,Jan,2019
55758,38.55,119.80,8765,13.70,Jan,2019
55759,39.65,122.72,4465,9.62,Jan,2019
55760,39.83,123.08,1500,7.27,Jan,2019
55761,35.98,118.63,6700,7.01,Jan,2019
55762,35.98,118.63,6700,7.01,Jan,2019
55763,40.81,124.16,20,6.67,Jan,2019
55766,41.99,123.72,1708,15.64,Jan,2019
55767,37.93,119.23,9645,3.43,Jan,2019
55768,32.88,116.81,800,3.77,Jan,2019
55769,32.88,116.81,800,3.77,Jan,2019
55772,33.67,117.33,1285,2.95,Jan,2019
55773,38.24,120.51,2559,6.20,Jan,2019
55774,35.72,120.64,672,3.20,Jan,2019
55775,37.30,121.74,450,3.51,Jan,2019
55776,37.59,120.27,879,3.50,Jan,2019
55777,37.59,120.27,879,3.50,Jan,2019
55778,39.43,120.03,5153,7.85,Jan,2019
55779,36.78,119.72,372,2.23,Jan,2019
55780,39.52,121.27,2840,15.20,Jan,2019
55781,36.90,119.50,920,2.84,Jan,2019
55782,38.52,120.71,2160,7.95,Jan,2019
55783,38.52,120.71,2160,7.95,Jan,2019
55785,38.27,122.07,40,6.29,Jan,2019
55786,34.75,120.01,3200,7.16,Jan,2019
55787,39.89,120.19,5517,4.64,Jan,2019
55788,36.01,121.24,1150,8.79,Jan,2019
55790,38.93,120.05,6236,7.10,Jan,2019
55791,32.85,116.86,880,3.77,Jan,2019
55792,41.02,121.44,3310,4.78,Jan,2019
55793,34.70,118.43,3060,5.00,Jan,2019
55794,41.86,120.15,4500,2.74,Jan,2019
55795,38.51,123.24,112,7.41,Jan,2019
55796,36.99,119.69,581,3.02,Jan,2019
55797,39.51,123.76,120,7.33,Jan,2019
55798,36.99,119.69,660,2.64,Jan,2019
55799,39.81,121.32,5150,21.56,Jan,2019
55800,32.77,117.17,20,2.68,Jan,2019
55801,39.01,120.85,3020,12.60,Jan,2019
55802,41.88,124.14,0,13.08,Jan,2019
55803,35.89,118.92,800,1.83,Jan,2019
55804,40.22,123.63,217,11.12,Jan,2019
55805,41.85,123.97,384,15.61,Jan,2019
55806,41.85,123.97,384,15.61,Jan,2019
55807,33.80,116.48,320,0.98,Jan,2019
55808,39.67,120.62,6920,12.16,Jan,2019
55809,37.24,121.87,184,5.08,Jan,2019
55810,37.75,119.13,8970,4.29,Jan,2019
55811,38.92,120.79,3011,9.40,Jan,2019
55812,36.53,121.27,2343,3.51,Jan,2019
55814,37.77,119.78,7047,10.26,Jan,2019
55815,39.07,120.56,5580,15.52,Jan,2019
55816,39.16,120.86,3320,12.90,Jan,2019
55817,36.56,118.77,6650,9.48,Jan,2019
55818,38.21,119.89,8400,14.80,Jan,2019
55819,35.73,118.70,3140,3.79,Jan,2019
55820,37.83,120.50,999,3.48,Jan,2019
55821,36.96,121.61,754,6.34,Jan,2019
55823,39.20,121.07,2400,13.10,Jan,2019
55825,41.13,122.28,4800,15.92,Jan,2019
55826,36.74,118.96,6600,7.45,Jan,2019
55827,32.80,116.92,533,3.68,Jan,2019
55830,37.82,120.10,3145,8.12,Jan,2019
55831,37.27,119.54,4520,8.52,Jan,2019
55832,37.19,121.89,1680,14.02,Jan,2019
55833,37.47,119.27,6900,9.40,Jan,2019
55834,40.93,121.54,3015,3.59,Jan,2019
55835,40.93,121.54,3015,3.59,Jan,2019
55836,33.24,116.76,2750,6.12,Jan,2019
55837,38.41,122.37,110,10.72,Jan,2019
55838,36.38,120.85,3500,3.68,Jan,2019
55839,36.14,117.95,3825,2.85,Jan,2019
55840,37.96,119.78,3870,5.65,Jan,2019
55841,38.85,119.94,7776,5.80,Jan,2019
55842,37.10,119.88,2580,2.85,Jan,2019
55845,36.32,119.63,242,1.79,Jan,2019
55846,40.87,121.88,3440,14.60,Jan,2019
55847,39.24,121.27,800,7.62,Jan,2019
55848,39.24,121.27,800,7.62,Jan,2019
55849,40.12,121.37,6500,16.76,Jan,2019
55850,33.07,117.11,327,3.74,Jan,2019
55851,36.85,121.42,275,1.07,Jan,2019
55852,40.24,124.13,370,21.68,Jan,2019
55854,41.80,123.38,1120,9.53,Jan,2019
55855,40.90,122.25,3200,14.84,Jan,2019
55856,36.18,118.62,7100,10.33,Jan,2019
55857,36.18,118.62,7100,10.33,Jan,2019
55859,38.73,122.84,2024,12.13,Jan,2019
55860,40.55,123.17,2323,7.33,Jan,2019
55861,39.49,120.28,6456,7.80,Jan,2019
55862,39.45,120.29,7003,6.80,Jan,2019
55863,39.45,120.29,7003,6.80,Jan,2019
55865,36.80,118.20,3950,2.07,Jan,2019
55866,39.08,122.53,1480,6.20,Jan,2019
55867,32.83,115.58,0,0.26,Jan,2019
55868,35.63,118.48,2515,5.24,Jan,2019
55869,35.63,118.48,2515,5.24,Jan,2019
55873,37.22,121.93,755,9.01,Jan,2019
55874,41.33,120.47,4372,1.23,Jan,2019
55876,32.83,117.13,455,2.86,Jan,2019
55878,36.21,121.13,320,4.51,Jan,2019
55879,38.86,122.42,2550,8.09,Jan,2019
55880,40.13,120.72,7300,8.72,Jan,2019
55881,35.76,118.43,2720,2.96,Jan,2019
55883,37.30,119.10,9131,11.96,Jan,2019
55884,36.03,120.06,810,2.08,Jan,2019
55885,35.78,118.44,2703,2.99,Jan,2019
55887,39.20,123.19,670,7.63,Jan,2019
55889,37.21,118.61,9065,2.50,Jan,2019
55892,33.94,118.39,97,5.52,Jan,2019
55893,32.84,116.90,554,4.18,Jan,2019
55895,36.60,118.73,6735,11.72,Jan,2019
55896,39.87,123.72,700,12.60,Jan,2019
55897,36.38,119.03,513,2.04,Jan,2019
55899,33.81,118.15,31,6.42,Jan,2019
55901,36.20,119.06,420,1.96,Jan,2019
55902,34.27,117.18,5130,10.18,Jan,2019
55904,37.11,121.84,3788,14.41,Jan,2019
55905,32.77,117.02,530,3.85,Jan,2019
55907,38.44,119.37,9233,5.60,Jan,2019
55909,37.05,120.87,120,1.46,Jan,2019
55910,34.21,119.14,63,7.79,Jan,2019
55911,36.39,121.67,1058,8.70,Jan,2019
55912,39.68,120.99,5000,18.96,Jan,2019
55913,35.38,120.19,1633,2.86,Jan,2019
55914,40.87,122.39,1100,14.76,Jan,2019
55915,40.34,121.71,4159,10.74,Jan,2019
55916,35.57,121.08,80,7.76,Jan,2019
55917,34.49,119.05,4520,11.22,Jan,2019
55918,38.30,119.55,7205,8.10,Jan,2019
55919,35.90,121.09,795,7.53,Jan,2019
55920,40.32,123.37,2760,16.48,Jan,2019
55921,37.49,119.81,3150,7.74,Jan,2019
55922,37.61,119.03,9300,13.92,Jan,2019
55924,37.29,120.51,153,2.74,Jan,2019
55926,38.22,121.04,180,3.39,Jan,2019
55927,41.25,122.14,3280,10.56,Jan,2019
55928,41.13,122.07,2690,19.53,Jan,2019
55929,36.95,120.04,270,1.47,Jan,2019
55931,38.34,122.20,1000,6.27,Jan,2019
55932,38.50,121.04,185,4.29,Jan,2019
55933,37.35,121.63,4198,5.78,Jan,2019
55934,37.35,121.63,4198,5.78,Jan,2019
55935,41.32,122.32,3590,5.52,Jan,2019
55936,40.35,121.61,4875,14.83,Jan,2019
55937,40.35,121.61,4875,14.83,Jan,2019
55939,38.69,119.78,5501,4.55,Jan,2019
55941,36.24,118.71,5400,8.54,Jan,2019
55942,36.24,118.71,5400,8.54,Jan,2019
55943,36.11,121.53,3288,27.34,Jan,2019
55944,40.54,121.58,5750,7.97,Jan,2019
55945,37.49,119.99,2100,6.09,Jan,2019
55946,37.49,119.99,2100,6.09,Jan,2019
55948,40.18,123.78,218,12.88,Jan,2019
55949,37.06,121.60,260,6.22,Jan,2019
55950,37.01,121.70,1822,9.65,Jan,2019
55951,36.19,120.76,2794,4.49,Jan,2019
55952,38.39,120.65,2967,6.48,Jan,2019
55953,40.72,123.29,3400,7.67,Jan,2019
55954,34.23,118.07,5733,13.88,Jan,2019
55955,35.76,120.89,825,3.23,Jan,2019
55956,36.69,121.62,80,2.05,Jan,2019
55957,38.43,122.25,1660,12.32,Jan,2019
55958,35.79,121.09,800,11.39,Jan,2019
55959,38.89,121.60,32,4.90,Jan,2019
55960,38.16,120.81,554,4.31,Jan,2019
55961,35.02,120.47,305,4.45,Jan,2019
55962,35.20,120.46,550,7.08,Jan,2019
55963,33.28,115.52,-60,0.70,Jan,2019
55964,39.54,122.67,5100,12.94,Jan,2019
55965,38.00,120.49,960,6.31,Jan,2019
55966,37.95,120.53,1400,4.16,Jan,2019
55967,37.23,119.51,2630,8.09,Jan,2019
55968,38.31,122.29,20,6.93,Jan,2019
55969,34.51,119.23,4100,14.33,Jan,2019
55970,38.28,122.26,35,7.22,Jan,2019
55971,39.25,121.00,2781,14.20,Jan,2019
55972,33.21,117.35,30,2.85,Jan,2019
55973,33.21,117.35,30,2.85,Jan,2019
55974,40.42,122.74,1300,7.04,Jan,2019
55975,37.15,121.42,1696,7.87,Jan,2019
55976,41.84,122.85,1953,3.64,Jan,2019
55977,39.75,122.20,254,6.31,Jan,2019
55978,41.30,123.53,354,9.88,Jan,2019
55979,36.18,118.71,3240,5.36,Jan,2019
55980,39.53,121.52,900,8.22,Jan,2019
55981,41.30,124.05,5,9.32,Jan,2019
55982,41.31,123.53,400,9.88,Jan,2019
55988,36.61,120.88,1400,2.60,Jan,2019
55989,38.76,120.50,3440,12.59,Jan,2019
55990,38.76,120.50,3440,12.59,Jan,2019
55991,37.25,119.46,5150,8.80,Jan,2019
55992,38.58,122.63,1124,8.90,Jan,2019
55993,36.83,119.32,615,4.87,Jan,2019
55994,36.83,119.32,615,4.87,Jan,2019
55995,38.40,120.63,2440,8.52,Jan,2019
55998,35.90,120.43,1525,3.32,Jan,2019
55999,38.70,120.82,1850,9.89,Jan,2019
56000,40.44,122.83,2452,6.54,Jan,2019
56001,40.21,121.16,4520,10.69,Jan,2019
56002,40.29,122.87,3500,7.82,Jan,2019
56003,36.40,121.72,2610,12.76,Jan,2019
56004,39.37,123.13,1440,8.85,Jan,2019
56005,37.40,119.52,6900,9.80,Jan,2019
56006,39.81,120.47,4850,5.93,Jan,2019
56007,37.02,119.56,1296,3.99,Jan,2019
56008,33.36,116.86,5560,7.40,Jan,2019
56009,40.99,121.98,1458,16.03,Jan,2019
56010,40.99,121.98,1458,16.03,Jan,2019
56012,35.97,118.35,9150,8.53,Jan,2019
56013,33.82,116.50,474,1.45,Jan,2019
56014,36.63,121.93,27,3.74,Jan,2019
56016,36.17,121.38,5264,15.79,Jan,2019
56018,39.94,120.95,3420,12.54,Jan,2019
56019,39.94,120.95,3420,12.54,Jan,2019
56020,39.93,120.95,3408,12.67,Jan,2019
56022,41.60,122.93,4238,3.63,Jan,2019
56023,40.15,122.25,353,6.27,Jan,2019
56025,40.52,122.30,502,7.97,Jan,2019
56026,39.67,123.32,2428,10.77,Jan,2019
56027,34.53,120.09,2610,13.98,Jan,2019
56030,40.57,122.42,740,8.52,Jan,2019
56031,36.11,118.64,6200,8.89,Jan,2019
56032,36.11,118.64,6200,8.89,Jan,2019
56034,35.67,121.05,3401,15.84,Jan,2019
56035,33.05,116.86,1420,3.56,Jan,2019
56037,39.13,120.95,1945,12.29,Jan,2019
56038,38.31,120.55,2720,9.32,Jan,2019
56039,38.48,122.71,599,6.52,Jan,2019
56041,40.12,121.04,6100,9.60,Jan,2019
56042,33.95,117.39,839,2.56,Jan,2019
56043,34.05,116.82,7070,6.81,Jan,2019
56045,38.51,121.50,21,4.22,Jan,2019
56046,32.73,117.18,15,2.80,Jan,2019
56047,38.67,121.56,14,3.59,Jan,2019
56048,34.42,119.68,5,7.36,Jan,2019
56049,35.31,120.66,315,7.02,Jan,2019
56050,34.77,119.65,5300,5.53,Jan,2019
56051,34.10,117.27,1042,4.33,Jan,2019
56052,37.14,121.97,1400,14.58,Jan,2019
56053,38.00,121.32,12,3.24,Jan,2019
56054,38.00,121.32,12,3.24,Jan,2019
56055,40.49,124.10,36,10.80,Jan,2019
56056,36.99,121.99,130,6.69,Jan,2019
56057,36.06,118.92,692,2.07,Jan,2019
56058,36.06,118.92,692,2.07,Jan,2019
56059,40.17,122.80,3850,8.87,Jan,2019
56060,41.35,122.25,6750,13.08,Jan,2019
56062,33.75,117.54,2800,8.62,Jan,2019
56063,39.58,120.37,4975,10.26,Jan,2019
56064,39.58,120.37,4975,10.26,Jan,2019
56065,38.17,120.10,5100,10.88,Jan,2019
56066,37.62,122.38,13,4.21,Jan,2019
56067,37.77,122.43,150,5.13,Jan,2019
56068,39.58,122.53,800,5.92,Jan,2019
56069,39.13,120.75,3843,16.52,Jan,2019
56071,40.71,122.42,1075,11.40,Jan,2019
56072,40.71,122.42,1075,11.40,Jan,2019
56073,40.50,121.85,3630,9.44,Jan,2019
56074,37.32,121.47,2300,6.73,Jan,2019
56075,35.08,120.19,2080,6.02,Jan,2019
56076,36.57,118.96,4340,5.54,Jan,2019
56077,38.68,120.12,7100,9.39,Jan,2019
56078,41.78,122.47,2644,1.34,Jan,2019
56079,36.76,121.49,2838,3.58,Jan,2019
56080,37.35,121.90,67,2.80,Jan,2019
56082,38.72,120.57,3530,10.00,Jan,2019
56083,38.72,120.57,3530,10.00,Jan,2019
56084,37.05,121.05,350,1.45,Jan,2019
56085,41.05,122.48,5700,11.92,Jan,2019
56086,41.39,123.49,915,11.62,Jan,2019
56087,34.51,119.82,2300,15.76,Jan,2019
56088,34.51,119.82,2300,15.76,Jan,2019
56089,34.30,119.04,1020,4.57,Jan,2019
56091,35.37,120.64,1100,11.04,Jan,2019
56093,38.56,121.42,49,4.65,Jan,2019
56094,38.56,121.42,49,4.65,Jan,2019
56095,34.90,120.45,254,4.73,Jan,2019
56096,33.68,117.87,50,4.33,Jan,2019
56097,35.80,120.88,800,4.33,Jan,2019
56098,36.66,121.67,45,2.85,Jan,2019
56099,40.78,121.78,5950,15.24,Jan,2019
56100,39.33,120.37,6885,17.52,Jan,2019
56101,37.97,120.39,1675,4.84,Jan,2019
56102,37.17,118.57,9580,2.61,Jan,2019
56103,37.17,118.57,9580,2.61,Jan,2019
56104,38.67,119.82,6115,6.90,Jan,2019
56105,38.49,122.48,310,10.75,Jan,2019
56107,38.13,120.37,1060,7.95,Jan,2019
56108,38.31,119.60,8827,9.20,Jan,2019
56111,38.21,120.46,2370,9.62,Jan,2019
56112,36.35,120.60,4650,7.28,Jan,2019
56114,33.74,117.87,135,6.00,Jan,2019
56115,37.31,122.00,174,5.08,Jan,2019
56116,32.84,117.03,300,4.24,Jan,2019
56117,38.49,122.54,1780,11.40,Jan,2019
56118,41.17,121.93,5400,21.60,Jan,2019
56120,39.59,122.53,800,6.73,Jan,2019
56121,39.47,120.10,5690,9.29,Jan,2019
56122,38.44,122.70,174,7.74,Jan,2019
56123,39.56,121.11,3808,19.88,Jan,2019
56124,39.56,121.11,3808,19.88,Jan,2019
56125,41.30,123.13,2192,8.18,Jan,2019
56127,34.58,119.08,4800,7.64,Jan,2019
56128,33.11,116.67,2990,4.90,Jan,2019
56129,35.66,120.92,970,10.41,Jan,2019
56131,39.17,120.14,6230,8.31,Jan,2019
56132,39.89,122.52,720,5.44,Jan,2019
56133,40.82,122.66,3870,10.64,Jan,2019
56135,39.30,122.65,4000,12.05,Jan,2019
56136,39.33,120.19,6020,7.33,Jan,2019
56137,39.33,120.19,6020,7.33,Jan,2019
56139,38.03,120.35,3730,6.92,Jan,2019
56140,36.41,119.00,752,1.77,Jan,2019
56141,36.41,119.00,752,1.77,Jan,2019
56142,37.16,119.20,7613,9.44,Jan,2019
56143,36.55,121.63,2338,3.90,Jan,2019
56145,35.86,121.32,3350,23.67,Jan,2019
56146,37.68,121.35,135,2.16,Jan,2019
56147,36.47,118.86,1140,3.60,Jan,2019
56148,40.73,122.79,1860,6.33,Jan,2019
56149,41.96,121.47,4035,1.32,Jan,2019
56150,34.98,120.32,692,4.89,Jan,2019
56151,38.71,120.04,8000,8.88,Jan,2019
56153,34.13,116.04,1975,0.97,Jan,2019
56154,40.92,122.82,4000,10.08,Jan,2019
56155,39.13,123.20,626,8.53,Jan,2019
56156,37.16,121.90,3090,17.52,Jan,2019
56157,37.22,121.68,735,3.93,Jan,2019
56158,37.07,121.69,489,11.26,Jan,2019
56159,37.09,121.80,1099,17.25,Jan,2019
56161,38.07,119.23,9445,6.40,Jan,2019
56163,35.86,120.60,1476,2.91,Jan,2019
56164,36.33,119.30,325,1.60,Jan,2019
56165,38.61,123.02,1260,22.88,Jan,2019
56167,40.46,121.87,2220,7.34,Jan,2019
56168,39.81,120.19,4950,3.94,Jan,2019
56169,34.27,119.21,280,8.53,Jan,2019
56171,35.60,119.35,345,1.43,Jan,2019
56173,34.69,119.66,6360,7.09,Jan,2019
56174,37.45,119.69,4880,10.44,Jan,2019
56175,38.69,121.79,70,6.01,Jan,2019
56176,38.69,121.79,70,6.01,Jan,2019
56177,40.73,122.94,2040,7.29,Jan,2019
56178,40.73,122.94,2040,7.29,Jan,2019
56179,41.48,122.45,2930,1.80,Jan,2019
56180,34.24,118.02,4000,10.27,Jan,2019
56181,39.30,123.29,1851,11.36,Jan,2019
56183,39.02,122.41,2085,7.18,Jan,2019
56184,40.62,121.90,2499,10.08,Jan,2019
56188,40.61,122.53,1295,13.65,Jan,2019
56189,38.47,120.37,1950,9.05,Jan,2019
56191,36.93,121.77,95,5.23,Jan,2019
56192,41.37,122.64,2625,2.20,Jan,2019
56193,37.51,119.65,5120,11.65,Jan,2019
56194,37.75,119.59,3966,7.30,Jan,2019
56196,37.09,119.51,2090,9.62,Feb,2019
56198,37.90,122.53,2,12.17,Feb,2019
56199,40.98,124.11,223,16.09,Feb,2019
56200,41.23,120.79,6190,7.10,Feb,2019
56201,41.19,120.94,4195,3.67,Feb,2019
56202,38.88,121.05,1200,11.64,Feb,2019
56203,37.15,119.50,1000,9.04,Feb,2019
56204,40.19,123.59,1059,16.53,Feb,2019
56205,34.33,118.55,2780,10.00,Feb,2019
56206,37.17,121.63,645,5.51,Feb,2019
56207,38.57,122.44,1715,20.21,Feb,2019
56208,38.57,122.44,1715,20.21,Feb,2019
56209,36.19,121.64,3368,23.75,Feb,2019
56210,40.18,120.61,4960,13.08,Feb,2019
56211,37.23,121.98,449,11.73,Feb,2019
56212,38.28,120.31,4700,21.68,Feb,2019
56214,36.49,118.83,1708,10.12,Feb,2019
56216,34.45,118.20,2600,3.95,Feb,2019
56217,41.53,120.67,5049,2.76,Feb,2019
56218,36.46,118.63,6400,12.53,Feb,2019
56219,36.46,118.63,6400,12.53,Feb,2019
56220,38.91,121.08,1292,9.80,Feb,2019
56223,39.13,121.45,113,9.57,Feb,2019
56224,35.16,120.28,1500,9.93,Feb,2019
56225,34.89,117.02,2320,1.81,Feb,2019
56226,37.29,119.53,3400,14.10,Feb,2019
56227,34.92,119.92,5120,5.95,Feb,2019
56228,34.24,116.90,6760,17.92,Feb,2019
56229,37.21,119.24,4878,12.85,Feb,2019
56231,41.05,120.34,5927,2.38,Feb,2019
56232,40.62,122.57,1300,33.24,Feb,2019
56233,38.59,120.93,905,9.17,Feb,2019
56234,35.43,119.05,497,1.20,Feb,2019
56235,37.37,118.36,4108,2.17,Feb,2019
56236,33.92,117.90,340,7.45,Feb,2019
56237,36.26,121.78,200,25.34,Feb,2019
56238,39.85,121.24,5750,31.60,Feb,2019
56239,38.45,120.03,7200,21.72,Feb,2019
56242,33.61,114.71,395,0.33,Feb,2019
56243,38.38,120.19,6500,23.38,Feb,2019
56244,33.00,116.84,1280,9.11,Feb,2019
56245,39.38,121.39,839,13.40,Feb,2019
56246,41.08,122.63,6450,18.32,Feb,2019
56247,38.99,123.35,644,17.73,Feb,2019
56248,39.39,120.09,5575,12.53,Feb,2019
56249,39.45,120.66,5385,23.40,Feb,2019
56250,40.60,121.08,5686,4.82,Feb,2019
56252,38.07,121.21,59,6.42,Feb,2019
56253,35.93,120.87,443,4.36,Feb,2019
56254,35.18,120.08,3770,10.20,Feb,2019
56255,36.68,118.86,6800,16.11,Feb,2019
56256,36.68,118.86,6800,16.11,Feb,2019
56257,39.92,121.35,1850,24.70,Feb,2019
56258,39.92,121.35,1850,24.70,Feb,2019
56259,40.87,121.85,3800,19.29,Feb,2019
56261,37.37,119.88,1520,4.49,Feb,2019
56262,41.68,122.60,3090,4.29,Feb,2019
56263,37.17,121.76,550,12.01,Feb,2019
56264,36.39,121.55,1824,9.98,Feb,2019
56266,40.17,121.09,4560,17.37,Feb,2019
56268,35.10,119.77,2400,4.57,Feb,2019
56269,36.56,118.34,10700,8.51,Feb,2019
56270,40.60,121.85,2840,14.00,Feb,2019
56271,41.58,120.30,7030,6.90,Feb,2019
